/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0063.jpg,602,700,642,740,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0749.jpg,32,440,72,480,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0508.jpg,324,256,364,296,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1061.jpg,498,108,538,148,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0696.jpg,193,577,233,617,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1138.jpg,310,261,350,301,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0561.jpg,431,693,471,733,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0870.jpg,676,71,716,111,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0313.jpg,555,630,595,670,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0998.jpg,53,668,93,708,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0214.jpg,94,62,134,102,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0313.jpg,465,157,505,197,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0358.jpg,517,424,557,464,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0124.jpg,382,77,422,117,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1100.jpg,327,353,367,393,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0583.jpg,430,65,470,105,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0394.jpg,183,494,225,534,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1033.jpg,87,582,127,622,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0394.jpg,425,128,467,168,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0212.jpg,472,156,512,196,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1135.jpg,328,-13,368,26,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0985.jpg,92,335,132,375,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1001.jpg,372,482,412,522,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0893.jpg,699,178,739,218,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0931.jpg,537,570,577,610,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0246.jpg,538,470,578,510,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0110.jpg,498,660,538,700,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0081.jpg,450,572,490,612,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1088.jpg,-1,660,38,700,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0578.jpg,58,90,98,130,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0051.jpg,695,107,697,109,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0918.jpg,515,401,555,441,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0392.jpg,410,495,450,535,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0869.jpg,214,428,254,468,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0657.jpg,180,202,220,242,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0722.jpg,708,562,748,602,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0460.jpg,29,79,69,119,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0767.jpg,638,136,678,176,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1033.jpg,634,278,674,318,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0013.jpg,37,669,77,709,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0549.jpg,659,418,699,458,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0894.jpg,668,-1,708,38,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0206.jpg,151,211,191,251,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0188.jpg,717,38,757,78,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0435.jpg,190,95,230,135,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0178.jpg,153,339,193,379,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0317.jpg,144,626,184,666,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0783.jpg,301,595,341,635,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0082.jpg,361,350,401,390,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0526.jpg,381,578,421,618,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0224.jpg,242,480,282,520,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0763.jpg,398,504,438,544,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1000.jpg,407,349,447,389,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0004.jpg,13,431,53,471,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1127.jpg,684,33,724,73,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0346.jpg,460,289,500,329,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0899.jpg,43,654,83,694,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0404.jpg,220,469,260,509,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0197.jpg,678,334,718,374,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0104.jpg,709,217,749,257,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0331.jpg,333,415,373,455,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0585.jpg,495,214,535,254,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0364.jpg,200,108,240,148,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1048.jpg,447,33,487,73,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0081.jpg,61,326,101,366,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0616.jpg,147,468,187,508,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0926.jpg,34,607,74,647,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0063.jpg,526,488,566,528,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0197.jpg,619,413,659,453,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0178.jpg,537,617,577,657,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1166.jpg,455,560,495,600,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0813.jpg,33,393,73,433,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0157.jpg,82,380,122,420,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0441.jpg,718,116,758,156,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0796.jpg,-10,13,29,53,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0410.jpg,305,485,345,525,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0334.jpg,144,446,184,486,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1010.jpg,675,517,715,557,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1117.jpg,479,540,519,580,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0757.jpg,721,387,761,427,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1113.jpg,477,494,517,534,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0165.jpg,695,649,738,689,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0391.jpg,423,330,463,370,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0621.jpg,607,714,647,754,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1132.jpg,596,359,636,399,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0015.jpg,589,-15,629,24,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1180.jpg,244,355,284,395,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0871.jpg,317,331,357,371,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0694.jpg,77,527,117,567,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0864.jpg,647,33,687,73,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0210.jpg,95,508,135,548,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0089.jpg,195,120,235,160,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1177.jpg,440,706,480,746,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0124.jpg,419,196,459,236,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0261.jpg,656,487,696,527,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0866.jpg,55,349,95,389,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0570.jpg,549,38,589,78,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-1010.jpg,335,272,375,312,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0691.jpg,547,64,587,104,Malaria
/home/i008/googledrive/Projects/malaria/malaria_dataset/plasmodium-phone-0395.jpg,215,389,255,429,Malaria
